Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,11.67555546760559,1.7573502783712447,12.851425686052867,2.0336853573705223,1.1758702184472767,1.639827117383271,0.736721648657799,1.6150187882367544
Irregular,11.917101161820549,1.7409280253120472,12.419207496302468,1.9278022274985716,0.5021063344819204,1.5104862058742574,0.0975954869878809,0.90661718197596
