Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,13.584044558661324,2.044962515913373,13.69533622264862,1.7632439950439676,0.11129166398729572,1.4473774121304157,-0.27631853817653873,0.4989018661511302
Irregular,13.412074727671486,1.9734874233997293,13.241164760930198,2.0284801680470665,-0.17090996674128928,1.1823297823068415,-0.48753995011910345,0.1457200166365249
