Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,13.757824454988752,2.1646536313890423,14.2468660899571,2.2289952712492767,0.48904163496834896,1.8581188573513732,-0.00856584453645276,0.9866491144731506
Irregular,14.060426933424813,2.3958283979226036,13.786341871534075,2.569461675436011,-0.2740850618907383,1.6025636737960813,-0.7032544163206981,0.1550842925392215
