Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,11.45579960516521,3.905751175564473,12.097724046025958,3.431998602114877,0.6419244408607483,2.1660576037437536,0.0618504265441725,1.221998455177324
Irregular,11.608995497226715,4.215413387292941,12.431324439389366,3.6255506557728316,0.82232894216265,2.0744637491775193,0.2667839222796172,1.3778739620456828
