Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,13.383952034371239,2.3193511973868928,14.414976890598025,2.3454854690500557,1.0310248562267845,1.1293378626109905,0.7285862016165825,1.3334635108369866
Irregular,13.731753132172994,2.1479663542151215,13.846800076110023,2.3836660173840394,0.11504694393702904,1.1015746788720062,-0.17995668151520117,0.4100505693892592
