Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,14.3549177306039,2.520052745060839,14.967256937708173,2.0344892499607212,0.6123392071042744,2.627975479031224,-0.09143722202318871,1.3161156362317374
Irregular,14.886386556284767,3.183502646648985,14.096973768302373,2.2184465131014073,-0.7894127879823957,2.5422401031665975,-1.4702291335180016,-0.10859644244678979
