Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,13.22197233566216,1.9056782846736597,14.855982510106903,2.271772845393502,1.6340101744447435,1.6989866376536813,1.1790185816677943,2.089001767221693
Irregular,13.702553644776344,2.091977582713995,14.600780146462577,2.1478182081703117,0.8982265016862324,1.8759005004123066,0.3958570670729089,1.400595936299556
