Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,14.321244461195809,2.431554271081119,14.467645798410688,2.063476737167853,0.14640133721487866,0.9850920637051489,-0.11740804018912407,0.41021071461888137
Irregular,14.10050733600344,2.3236144587806793,14.08241492509842,2.2634915377917677,-0.01809241090502058,0.7028703688088299,-0.20632232486225963,0.17013750305221845
