Category,Mean_Surprisal_Singular,Std_Surprisal_Singular,Mean_Surprisal_Plural,Std_Surprisal_Plural,Mean_Difference,Std_Difference,CI_95_Lower,CI_95_Upper
Regular,11.496177315711975,5.04923486629414,11.65950050524303,5.021079234169975,0.16332318953105354,2.315985490548267,-0.4569017750679063,0.7835481541300133
Irregular,11.595059956823077,4.90421048000291,11.988305534635272,4.991577347469147,0.3932455778121949,1.5042225237754734,-0.009587844661769152,0.7960790002861589
